0	0	51.56722	-41.60204
0	1	75.50602	-45.96796
1	1	75.47156	-45.9376
1	0	51.56813	-41.60343
2	1	75.43677	-45.9072
2	0	51.569	-41.60503
3	1	75.40189	-45.87638
3	0	51.57047	-41.60635
4	1	75.3669	-45.84506
4	0	51.57162	-41.60744
5	1	75.33148	-45.81336
5	0	51.57252	-41.60836
6	1	75.29549	-45.78117
6	0	51.57314	-41.60907
7	1	75.25882	-45.74838
7	0	51.57352	-41.60962
8	0	51.57369	-41.61003
8	1	75.2213	-45.71475
9	1	75.18285	-45.68023
9	0	51.57365	-41.61034
10	0	51.5734	-41.61058
10	1	75.14385	-45.64526
11	0	51.57291	-41.61076
11	1	75.10467	-45.61027
12	1	75.06546	-45.57547
12	0	51.57218	-41.6109
13	1	75.02653	-45.54049
13	0	51.57118	-41.61102
14	0	51.56988	-41.61112
14	1	74.98762	-45.5058
15	0	51.5688	-41.61069
15	1	74.94878	-45.47125
16	1	74.90995	-45.43679
16	0	51.56835	-41.61033
17	1	74.87111	-45.40243
17	0	51.56793	-41.61056
18	1	74.83214	-45.36804
18	0	51.56711	-41.61076
19	0	51.56588	-41.61096
19	1	74.79297	-45.33357
20	1	74.75352	-45.29873
20	0	51.56434	-41.61145
21	0	51.56302	-41.61173
21	1	74.71372	-45.26341
22	0	51.56187	-41.61182
22	1	74.6736	-45.22764
23	1	74.63346	-45.19173
23	0	51.5611	-41.61204
24	1	74.59348	-45.15589
24	0	51.56043	-41.61209
25	1	74.55393	-45.12018
25	0	51.55982	-41.61197
26	0	51.55926	-41.61168
26	1	74.51485	-45.08464
27	1	74.47624	-45.04925
27	0	51.55872	-41.61123
28	0	51.55819	-41.61059
28	1	74.43796	-45.01394
29	1	74.40034	-44.97821
29	0	51.55789	-41.61008
30	0	51.5578	-41.60967
30	1	74.36324	-44.94193
31	0	51.55793	-41.60936
31	1	74.32664	-44.90507
32	1	74.29021	-44.86777
32	0	51.55769	-41.60968
33	0	51.55764	-41.61009
33	1	74.25382	-44.83002
34	0	51.5578	-41.61064
34	1	74.21734	-44.79168
35	0	51.55816	-41.61133
35	1	74.18096	-44.75276
36	0	51.55873	-41.61219
36	1	74.14495	-44.71346
37	0	51.55954	-41.61325
37	1	74.10954	-44.67391
38	1	74.07465	-44.63448
38	0	51.56007	-41.61397
39	0	51.56035	-41.61439
39	1	74.04032	-44.59508
40	0	51.56038	-41.6145
40	1	74.00657	-44.55539
41	0	51.56071	-41.61491
41	1	73.97329	-44.51547
42	1	73.94036	-44.4752
42	0	51.56133	-41.61564
43	1	73.90773	-44.43463
43	0	51.56228	-41.61671
44	0	51.56306	-41.61758
44	1	73.8752	-44.39355
45	1	73.84244	-44.35211
45	0	51.56369	-41.61828
46	0	51.56419	-41.61885
46	1	73.80943	-44.31027
47	1	73.77614	-44.26793
47	0	51.5646	-41.61929
48	1	73.74266	-44.2253
48	0	51.56492	-41.61964
49	0	51.56517	-41.61991
49	1	73.7093	-44.18273
50	1	73.67619	-44.14039
50	0	51.56536	-41.62011
51	0	51.5655	-41.62025
51	1	73.6434	-44.09832
52	1	73.61095	-44.05657
52	0	51.5656	-41.62035
53	0	51.56568	-41.62041
53	1	73.57877	-44.01506
54	0	51.56573	-41.62045
54	1	73.54681	-43.97371
55	1	73.51494	-43.93238
55	0	51.56577	-41.62046
56	1	73.48309	-43.89098
56	0	51.56579	-41.62045
57	1	73.45133	-43.8494
57	0	51.56581	-41.62043
58	1	73.41934	-43.80757
58	0	51.56583	-41.62041
59	0	51.56587	-41.62038
59	1	73.38706	-43.76544
60	1	73.35466	-43.72309
60	0	51.56591	-41.62036
61	1	73.32239	-43.68087
61	0	51.56598	-41.62034
62	0	51.56607	-41.62034
62	1	73.29031	-43.6391
63	1	73.2586	-43.59782
63	0	51.5662	-41.62036
64	1	73.22713	-43.55701
64	0	51.56638	-41.62041
65	0	51.56662	-41.62049
65	1	73.19583	-43.51659
66	0	51.56692	-41.62061
66	1	73.16458	-43.47652
67	0	51.56731	-41.6208
67	1	73.13338	-43.43656
68	1	73.10197	-43.39686
68	0	51.56781	-41.62105
69	0	51.56842	-41.6214
69	1	73.07033	-43.35741
70	1	73.03831	-43.31798
70	0	51.56918	-41.62184
71	1	73.00579	-43.27829
71	0	51.57013	-41.62242
72	1	72.97267	-43.23844
72	0	51.57069	-41.62368
73	1	72.93914	-43.19864
73	0	51.57111	-41.62465
74	0	51.57141	-41.62537
74	1	72.90544	-43.15908
75	0	51.57159	-41.62587
75	1	72.87179	-43.11997
76	1	72.83861	-43.08092
76	0	51.57204	-41.62667
77	0	51.57278	-41.62781
77	1	72.8055	-43.04215
78	0	51.57385	-41.62933
78	1	72.77253	-43.00366
79	0	51.57467	-41.63052
79	1	72.73975	-42.96538
80	0	51.57527	-41.63145
80	1	72.70731	-42.92701
81	1	72.6751	-42.88853
81	0	51.57575	-41.63233
82	1	72.64303	-42.8498
82	0	51.57606	-41.63301
83	0	51.57621	-41.63352
83	1	72.61079	-42.81082
84	0	51.5762	-41.63389
84	1	72.57827	-42.77156
85	0	51.57551	-41.63485
85	1	72.5454	-42.73193
86	0	51.57465	-41.63572
86	1	72.51263	-42.69203
87	0	51.57367	-41.63671
87	1	72.48005	-42.65231
88	1	72.44792	-42.61263
88	0	51.57253	-41.63788
89	0	51.57179	-41.63872
89	1	72.41631	-42.57302
90	0	51.57135	-41.63911
90	1	72.38514	-42.53343
91	0	51.57066	-41.63967
91	1	72.35415	-42.49403
92	1	72.32336	-42.4546
92	0	51.57031	-41.63991
93	1	72.29267	-42.41526
93	0	51.57029	-41.63983
94	0	51.57058	-41.63944
94	1	72.26196	-42.37579
95	0	51.57122	-41.63872
95	1	72.23109	-42.33634
96	0	51.57221	-41.63767
96	1	72.1999	-42.29667
97	0	51.573	-41.63675
97	1	72.1683	-42.25662
98	1	72.1362	-42.21629
98	0	51.57356	-41.63587
99	0	51.57396	-41.63508
99	1	72.10374	-42.17584
100	0	51.57441	-41.63454
100	1	72.07131	-42.13566
101	1	72.03896	-42.0958
101	0	51.57491	-41.63424
102	1	72.00681	-42.05634
102	0	51.5753	-41.634
103	1	71.97479	-42.01719
103	0	51.5756	-41.63381
104	1	71.94287	-41.97828
104	0	51.5758	-41.63368
105	1	71.91103	-41.93956
105	0	51.57611	-41.63376
106	1	71.87942	-41.90065
106	0	51.57654	-41.63405
107	0	51.57693	-41.6344
107	1	71.84796	-41.86157
108	0	51.57731	-41.6348
108	1	71.81655	-41.82196
109	0	51.57717	-41.63476
109	1	71.78499	-41.78204
110	1	71.7532	-41.74179
110	0	51.57722	-41.63496
111	0	51.57746	-41.63542
111	1	71.7211	-41.70121
112	1	71.68894	-41.66067
112	0	51.57776	-41.63601
113	0	51.57761	-41.63616
113	1	71.65699	-41.62015
114	1	71.62519	-41.57969
114	0	51.57702	-41.63587
115	0	51.57643	-41.63552
115	1	71.5936	-41.53933
116	1	71.56207	-41.49925
116	0	51.57595	-41.63525
117	1	71.53057	-41.45921
117	0	51.57549	-41.63486
118	0	51.57508	-41.63434
118	1	71.49897	-41.41922
119	1	71.46724	-41.37922
119	0	51.57482	-41.63377
120	0	51.57474	-41.63312
120	1	71.43528	-41.33921
121	1	71.40295	-41.29917
121	0	51.57522	-41.63257
122	0	51.57629	-41.63206
122	1	71.37002	-41.25892
123	1	71.3364	-41.21844
123	0	51.57805	-41.63154
124	1	71.30219	-41.17784
124	0	51.58063	-41.63093
125	0	51.58376	-41.62977
125	1	71.26753	-41.13729
126	0	51.58711	-41.62861
126	1	71.23268	-41.0971
127	1	71.19779	-41.05744
127	0	51.59078	-41.62722
128	0	51.59454	-41.62503
128	1	71.16279	-41.01825
129	0	51.59861	-41.6219
129	1	71.12767	-40.97952
130	1	71.09259	-40.94103
130	0	51.60322	-41.61762
131	0	51.60893	-41.61232
131	1	71.05742	-40.90294
132	0	51.61498	-41.60686
132	1	71.02208	-40.8652
133	1	70.9864	-40.82774
133	0	51.62162	-41.60087
134	1	70.95029	-40.7905
134	0	51.62927	-41.59412
135	1	70.9137	-40.75315
135	0	51.63831	-41.58632
136	1	70.87665	-40.71603
136	0	51.64784	-41.57787
137	1	70.83934	-40.67937
137	0	51.65772	-41.56878
138	0	51.66783	-41.55924
138	1	70.80227	-40.64324
139	0	51.67867	-41.54881
139	1	70.76526	-40.60788
140	0	51.69014	-41.53741
140	1	70.7283	-40.57327
141	1	70.6913	-40.53935
141	0	51.70255	-41.52551
142	0	51.71532	-41.5136
142	1	70.65442	-40.5059
143	1	70.61765	-40.47286
143	0	51.7288	-41.50078
144	0	51.74248	-41.48748
144	1	70.58073	-40.44014
145	1	70.5435	-40.4077
145	0	51.75666	-41.47396
146	0	51.77086	-41.46064
146	1	70.50578	-40.37539
147	0	51.78576	-41.44688
147	1	70.46747	-40.34314
148	1	70.42854	-40.31086
148	0	51.80151	-41.43255
149	0	51.81765	-41.41802
149	1	70.38899	-40.27845
150	1	70.34899	-40.24614
150	0	51.83438	-41.40314
151	0	51.85131	-41.38825
151	1	70.30873	-40.21417
152	0	51.86788	-41.3734
152	1	70.26849	-40.18268
153	0	51.88506	-41.35817
153	1	70.22829	-40.15173
154	0	51.90307	-41.34238
154	1	70.18801	-40.12123
155	0	51.92135	-41.32603
155	1	70.14767	-40.09106
156	1	70.10706	-40.06098
156	0	51.93902	-41.30994
157	0	51.9571	-41.29365
157	1	70.06634	-40.03108
158	1	70.02538	-40.00117
158	0	51.97504	-41.27717
159	1	69.98412	-39.97116
159	0	51.99331	-41.26054
160	1	69.94245	-39.94105
160	0	52.01158	-41.24406
161	1	69.90043	-39.91069
161	0	52.02951	-41.22802
162	1	69.85826	-39.88035
162	0	52.04727	-41.21205
163	0	52.06496	-41.19583
163	1	69.8163	-39.85013
164	0	52.08218	-41.17961
164	1	69.77452	-39.82039
165	0	52.09939	-41.16351
165	1	69.73308	-39.79112
166	1	69.69189	-39.76228
166	0	52.11561	-41.14839
167	0	52.13074	-41.13373
167	1	69.65101	-39.73384
168	0	52.14547	-41.1189
168	1	69.61033	-39.70573
169	1	69.56985	-39.67788
169	0	52.15945	-41.10442
170	1	69.52953	-39.65023
170	0	52.17284	-41.09146
171	0	52.18507	-41.08048
171	1	69.48936	-39.62262
172	0	52.19674	-41.07095
172	1	69.44932	-39.59497
173	1	69.40939	-39.56718
173	0	52.20841	-41.06241
174	0	52.21891	-41.0549
174	1	69.36954	-39.53921
175	0	52.22822	-41.04745
175	1	69.33006	-39.51141
176	1	69.29117	-39.48383
176	0	52.23673	-41.04079
177	0	52.24411	-41.03484
177	1	69.25303	-39.45663
178	0	52.25072	-41.02931
178	1	69.21561	-39.42982
179	1	69.17887	-39.40316
179	0	52.25577	-41.02494
180	0	52.25967	-41.02174
180	1	69.1426	-39.37648
181	0	52.26266	-41.01951
181	1	69.10664	-39.34929
182	1	69.07098	-39.32156
182	0	52.2648	-41.01783
183	0	52.26623	-41.01656
183	1	69.03545	-39.29326
184	0	52.2671	-41.0156
184	1	69.00015	-39.26427
185	0	52.26752	-41.01485
185	1	68.96514	-39.23469
186	1	68.93045	-39.20468
186	0	52.26772	-41.01448
187	1	68.89607	-39.1742
187	0	52.26765	-41.01416
188	1	68.86177	-39.14295
188	0	52.26732	-41.01383
189	0	52.26694	-41.01368
189	1	68.82777	-39.1112
190	1	68.79406	-39.07892
190	0	52.26654	-41.01369
191	0	52.26614	-41.01381
191	1	68.76064	-39.0461
192	1	68.72751	-39.01273
192	0	52.26576	-41.01402
193	0	52.26527	-41.01407
193	1	68.69466	-38.9788
194	1	68.66209	-38.9443
194	0	52.26483	-41.01417
195	0	52.26444	-41.01431
195	1	68.62979	-38.90922
196	1	68.59775	-38.87356
196	0	52.2641	-41.01449
197	1	68.56598	-38.83732
197	0	52.26436	-41.01529
198	1	68.53446	-38.80049
198	0	52.26469	-41.01613
199	1	68.50319	-38.76308
199	0	52.26494	-41.01681
200	0	52.26512	-41.01735
200	1	68.47218	-38.72508
201	1	68.4414	-38.6865
201	0	52.26523	-41.01776
202	1	68.41086	-38.64735
202	0	52.26527	-41.01804
203	0	52.26526	-41.0182
203	1	68.38056	-38.60763
204	1	68.35048	-38.56735
204	0	52.2652	-41.01826
205	0	52.26509	-41.01823
205	1	68.32062	-38.52652
206	0	52.2651	-41.01833
